,divsRank,finalRank,seedTime,divsTime,qualified,swimmerage,id,swimmer,school,event,finalTime,year,distance,gender,stroke,points,seedSpeed,divsSpeed
2895,13,,108.1,117.87,False,16,3279,1486,50,33,,2018,100,Boys,IM,0.0,0.9250693802035153,0.8483922965979469
2896,14,,130.06,118.17,False,16,3280,1523,39,33,,2018,100,Boys,IM,0.0,0.7688759034291865,0.8462384700008462
2897,1,1.0,73.53,68.56,True,17,3281,332,3,34,64.48,2018,100,Boys,IM,20.0,1.3599891200870393,1.4585764294049008
2898,2,2.0,83.18,73.15,True,17,3282,1435,52,34,73.28,2018,100,Boys,IM,18.0,1.2022120702091847,1.367053998632946
2899,3,3.0,73.85,76.28999999999999,True,17,3283,522,17,34,74.94,2018,100,Boys,IM,16.0,1.3540961408259988,1.3107877834578583
2900,4,4.0,85.07,85.06,True,17,3284,1496,39,34,78.42,2018,100,Boys,IM,14.0,1.1755025273304338,1.175640724194686
2901,5,5.0,88.96000000000001,85.45,True,17,3285,1524,33,34,79.91,2018,100,Boys,IM,12.0,1.1241007194244603,1.1702750146284377
2902,6,6.0,98.71000000000001,90.92,True,17,3286,28,39,34,88.0,2018,100,Boys,IM,11.0,1.013068584743187,1.0998680158380993
2903,7,8.0,116.82,95.77000000000001,True,17,3287,1525,39,34,94.16,2018,100,Boys,IM,9.0,0.8560178051703476,1.044168319933173
2904,8,7.0,104.2,96.45,True,17,3288,342,3,34,91.68,2018,100,Boys,IM,10.0,0.9596928982725528,1.0368066355624677
2905,9,,104.84,99.1,False,17,3289,1370,38,34,,2018,100,Boys,IM,0.0,0.9538344143456695,1.0090817356205852
2906,10,,98.69,102.28999999999999,False,17,3290,410,5,34,,2018,100,Boys,IM,0.0,1.013273887931908,0.9776126698602015
2907,11,,126.44,112.9,False,17,3291,32,39,34,,2018,100,Boys,IM,0.0,0.7908889591901297,0.8857395925597874
2908,1,1.0,30.57,30.54,True,15,3294,1438,49,37,29.32,2018,50,Girls,Freestyle,20.0,1.6355904481517827,1.6371971185330714
2909,2,5.0,32.25,32.48,True,15,3295,1440,30,37,32.27,2018,50,Girls,Freestyle,12.0,1.550387596899225,1.539408866995074
2910,3,4.0,32.25,32.57,True,15,3296,1527,30,37,32.16,2018,50,Girls,Freestyle,14.0,1.550387596899225,1.5351550506601166
2911,4,6.0,38.66,32.83,True,15,3297,1231,53,37,32.28,2018,50,Girls,Freestyle,11.0,1.2933264355923437,1.5229972586049345
2912,5,3.0,35.19,33.0,True,15,3298,1528,59,37,31.75,2018,50,Girls,Freestyle,16.0,1.4208581983518045,1.5151515151515151
2913,6,2.0,35.1,33.1,True,15,3299,1529,3,37,30.77,2018,50,Girls,Freestyle,18.0,1.4245014245014245,1.510574018126888
2914,7,7.0,33.19,33.35,True,15,3300,1445,3,37,32.43,2018,50,Girls,Freestyle,10.0,1.5064778547755349,1.4992503748125936
2915,8,9.0,34.57,33.39,True,15,3301,1442,48,37,32.74,2018,50,Girls,Freestyle,8.0,1.4463407578825571,1.4974543276430068
2916,9,8.0,35.22,33.42,True,15,3302,1441,55,37,32.67,2018,50,Girls,Freestyle,9.0,1.4196479273140261,1.4961101137043686
2917,10,10.0,34.9,33.87,True,15,3303,1232,3,37,33.34,2018,50,Girls,Freestyle,7.0,1.4326647564469914,1.4762326542663124
2918,11,11.0,34.41,34.53,True,15,3304,1417,45,37,33.84,2018,50,Girls,Freestyle,6.0,1.4530659691950016,1.4480162177816391
2919,12,13.0,39.59,35.04,True,15,3305,1248,3,37,34.7,2018,50,Girls,Freestyle,4.0,1.262945188178833,1.4269406392694064
2920,13,14.0,37.94,35.77,True,15,3306,1246,42,37,35.28,2018,50,Girls,Freestyle,3.0,1.3178703215603584,1.3978194017332959
2921,14,16.0,39.12,36.36,True,15,3307,1233,16,37,35.55,2018,50,Girls,Freestyle,1.0,1.278118609406953,1.375137513751375
2922,15,15.0,39.59,36.46,True,15,3308,1446,3,37,35.41,2018,50,Girls,Freestyle,2.0,1.262945188178833,1.3713658804168951
2923,16,12.0,34.32,37.11,True,15,3309,1512,42,37,34.26,2018,50,Girls,Freestyle,5.0,1.456876456876457,1.3473457289140394
2924,17,17.0,36.4,37.75,True,15,3310,1511,42,37,36.27,2018,50,Girls,Freestyle,0.0,1.3736263736263736,1.3245033112582782
2925,18,18.0,37.88,37.93,True,15,3311,1447,42,37,36.68,2018,50,Girls,Freestyle,0.0,1.3199577613516367,1.318217769575534
2926,19,22.0,38.48,38.05,True,15,3312,1241,3,37,38.5,2018,50,Girls,Freestyle,0.0,1.2993762993762994,1.314060446780552
2927,20,19.0,42.94,38.49,True,15,3313,1240,36,37,37.73,2018,50,Girls,Freestyle,0.0,1.1644154634373545,1.2990387113535982
2928,21,23.0,40.75,38.79,True,15,3314,1530,16,37,38.75,2018,50,Girls,Freestyle,0.0,1.2269938650306749,1.288992008249549
2929,22,21.0,40.52,39.02,True,15,3315,1238,16,37,38.05,2018,50,Girls,Freestyle,0.0,1.2339585389930898,1.2813941568426448
2930,23,20.0,39.89,39.06,True,15,3316,1513,49,37,38.0,2018,50,Girls,Freestyle,0.0,1.25344697919278,1.2800819252432154
2931,24,,39.72,39.43,True,15,3317,1239,48,37,,2018,50,Girls,Freestyle,0.0,1.2588116817724069,1.26806999746386
2932,25,24.0,42.44,40.56,False,15,3318,1449,49,37,40.0,2018,50,Girls,Freestyle,0.0,1.17813383600377,1.2327416173570018
2933,26,,41.26,40.98,False,15,3319,1531,33,37,,2018,50,Girls,Freestyle,0.0,1.211827435773146,1.2201073694485116
2934,27,,45.38,41.68,False,15,3320,1532,42,37,,2018,50,Girls,Freestyle,0.0,1.1018069634200087,1.199616122840691
2935,28,,53.53,42.57,False,15,3321,1460,3,37,,2018,50,Girls,Freestyle,0.0,0.9340556697179152,1.1745360582569886
2936,29,,41.78,42.59,False,15,3322,1242,30,37,,2018,50,Girls,Freestyle,0.0,1.1967448539971277,1.173984503404555
2937,30,,44.25,42.68,False,15,3323,1257,30,37,,2018,50,Girls,Freestyle,0.0,1.1299435028248588,1.1715089034676665
2938,31,,44.52,43.06,False,15,3324,1533,48,37,,2018,50,Girls,Freestyle,0.0,1.123090745732255,1.161170459823502
2939,32,,46.72,43.34,False,15,3325,1252,26,37,,2018,50,Girls,Freestyle,0.0,1.0702054794520548,1.1536686663590217
2940,33,,44.78,44.12,False,15,3326,1243,27,37,,2018,50,Girls,Freestyle,0.0,1.1165698972755693,1.1332728921124207
2941,34,,50.34,44.31,False,15,3327,1534,43,37,,2018,50,Girls,Freestyle,0.0,0.9932459276916964,1.128413450688332
2942,35,,45.12,44.6,False,15,3328,1420,16,37,,2018,50,Girls,Freestyle,0.0,1.1081560283687943,1.1210762331838564
2943,36,,50.04,44.88,False,15,3329,1450,3,37,,2018,50,Girls,Freestyle,0.0,0.9992006394884093,1.1140819964349375
2944,37,,50.4,45.17,False,15,3330,1535,3,37,,2018,50,Girls,Freestyle,0.0,0.9920634920634921,1.1069293779056897
2945,38,,47.19,45.22,False,15,3331,1259,49,37,,2018,50,Girls,Freestyle,0.0,1.0595465140919686,1.105705440070765
2946,39,,47.76,45.73,False,15,3332,1536,43,37,,2018,50,Girls,Freestyle,0.0,1.0469011725293134,1.0933741526350318
2947,40,,,45.87,False,15,3333,1537,3,37,,2018,50,Girls,Freestyle,0.0,,1.090037061260083
2948,41,,42.62,45.88,False,15,3334,1249,16,37,,2018,50,Girls,Freestyle,0.0,1.1731581417175037,1.0897994768962511
2949,42,,53.5,46.2,False,15,3335,1456,3,37,,2018,50,Girls,Freestyle,0.0,0.9345794392523364,1.0822510822510822
2950,43,,52.5,47.79,False,15,3336,1256,27,37,,2018,50,Girls,Freestyle,0.0,0.9523809523809523,1.0462439840970914
2951,44,,49.93,48.04,False,15,3337,1255,26,37,,2018,50,Girls,Freestyle,0.0,1.001401962747847,1.0407993338884263
2952,45,,48.43,48.47,False,15,3338,1258,34,37,,2018,50,Girls,Freestyle,0.0,1.0324179227751393,1.0315659170621003
2953,46,,47.6,48.49,False,15,3339,1538,16,37,,2018,50,Girls,Freestyle,0.0,1.050420168067227,1.031140441328109
2954,47,,52.21,49.16,False,15,3340,1454,3,37,,2018,50,Girls,Freestyle,0.0,0.957670944263551,1.0170870626525632
2955,48,,52.34,49.24,False,15,3341,1270,27,37,,2018,50,Girls,Freestyle,0.0,0.9552923194497516,1.0154346060113728
2956,49,,55.12,50.17,False,15,3342,1539,43,37,,2018,50,Girls,Freestyle,0.0,0.90711175616836,0.9966115208291807
2957,50,,48.97,50.43,False,15,3343,1540,27,37,,2018,50,Girls,Freestyle,0.0,1.0210332856851134,0.99147332936744
2958,51,,52.28,51.82,False,15,3344,1541,43,37,,2018,50,Girls,Freestyle,0.0,0.9563886763580719,0.9648784253184098
2959,52,,46.44,52.48,False,15,3345,1253,16,37,,2018,50,Girls,Freestyle,0.0,1.0766580534022394,0.9527439024390244
2960,53,,55.28,52.59,False,15,3346,1261,34,37,,2018,50,Girls,Freestyle,0.0,0.9044862518089725,0.9507510933637573
2961,54,,57.93,53.58,False,15,3347,1267,3,37,,2018,50,Girls,Freestyle,0.0,0.8631106507854307,0.933184023889511
2962,55,,57.28,54.67,False,15,3348,1542,43,37,,2018,50,Girls,Freestyle,0.0,0.8729050279329609,0.9145783793671117
2963,56,,54.03,55.06,False,15,3349,1461,34,37,,2018,50,Girls,Freestyle,0.0,0.9254118082546733,0.9081002542680712
2964,57,,56.97,56.22,False,15,3350,1276,26,37,,2018,50,Girls,Freestyle,0.0,0.8776549060909251,0.8893632159373889
2965,58,,58.58,56.95,False,15,3351,1268,49,37,,2018,50,Girls,Freestyle,0.0,0.8535336292249915,0.8779631255487269
2966,59,,63.6,61.52,False,15,3352,1273,17,37,,2018,50,Girls,Freestyle,0.0,0.7861635220125786,0.812743823146944
2967,60,,60.72,61.63,False,15,3353,1271,3,37,,2018,50,Girls,Freestyle,0.0,0.8234519104084321,0.8112932013629726
2968,61,,64.25,66.15,False,15,3354,1274,52,37,,2018,50,Girls,Freestyle,0.0,0.7782101167315175,0.7558578987150415
2969,62,,65.03,66.68,False,15,3355,1269,33,37,,2018,50,Girls,Freestyle,0.0,0.7688759034291865,0.7498500299940011
2970,1,1.0,27.07,28.35,True,16,3368,512,3,38,27.6,2018,50,Girls,Freestyle,20.0,1.847063169560399,1.763668430335097
2971,2,2.0,27.77,28.68,True,16,3369,363,17,38,28.94,2018,50,Girls,Freestyle,18.0,1.8005041411595246,1.7433751743375174
2972,3,3.0,29.46,29.75,True,16,3370,420,3,38,29.65,2018,50,Girls,Freestyle,16.0,1.6972165648336728,1.680672268907563
2973,4,4.0,33.22,31.56,True,16,3371,527,48,38,30.88,2018,50,Girls,Freestyle,14.0,1.5051173991571343,1.5842839036755387
2974,5,5.0,34.15,32.31,True,16,3372,366,16,38,32.29,2018,50,Girls,Freestyle,12.0,1.4641288433382138,1.547508511296812
2975,6,6.0,35.07,32.57,True,16,3373,1397,42,38,33.06,2018,50,Girls,Freestyle,11.0,1.42571998859424,1.5351550506601166
2976,7,7.0,32.53,32.99,True,16,3374,1544,52,38,33.65,2018,50,Girls,Freestyle,10.0,1.5370427297878881,1.5156107911488328
2977,8,8.0,35.69,35.18,True,16,3375,422,46,38,33.72,2018,50,Girls,Freestyle,9.0,1.4009526478005043,1.4212620807276861
2978,9,11.0,40.08,35.46,True,16,3376,1297,3,38,35.79,2018,50,Girls,Freestyle,6.0,1.2475049900199602,1.4100394811054708
2979,10,10.0,37.91,35.84,True,16,3377,426,49,38,35.68,2018,50,Girls,Freestyle,7.0,1.3189132155104195,1.3950892857142856
2980,11,9.0,36.5,36.15,True,16,3378,49,48,38,34.59,2018,50,Girls,Freestyle,8.0,1.36986301369863,1.3831258644536653
2981,12,13.0,41.42,36.65,True,16,3379,370,17,38,35.99,2018,50,Girls,Freestyle,4.0,1.2071463061323031,1.364256480218281
2982,13,14.0,41.66,36.66,True,16,3380,427,38,38,36.33,2018,50,Girls,Freestyle,3.0,1.200192030724916,1.363884342607747
2983,14,12.0,38.03,37.02,True,16,3381,53,16,38,35.81,2018,50,Girls,Freestyle,5.0,1.3147515119642388,1.350621285791464
2984,15,18.0,40.03,38.96,True,16,3382,555,42,38,39.04,2018,50,Girls,Freestyle,0.0,1.2490632025980515,1.2833675564681724
2985,16,20.0,41.34,39.14,True,16,3383,1545,49,38,39.81,2018,50,Girls,Freestyle,0.0,1.209482341557813,1.2774655084312723
2986,17,23.0,39.51,39.47,True,16,3384,557,33,38,40.73,2018,50,Girls,Freestyle,0.0,1.2655024044545686,1.266784899923993
2987,18,22.0,42.25,39.77,True,16,3385,428,46,38,40.58,2018,50,Girls,Freestyle,0.0,1.183431952662722,1.257229067136032
2988,19,17.0,42.07,40.06,True,16,3386,1546,42,38,38.54,2018,50,Girls,Freestyle,0.0,1.188495364868077,1.2481278082875686
2989,20,15.0,40.12,40.16,True,16,3387,371,16,38,37.97,2018,50,Girls,Freestyle,2.0,1.2462612163509472,1.245019920318725
2990,21,24.0,44.06,41.04,True,16,3388,1547,52,38,41.97,2018,50,Girls,Freestyle,0.0,1.1348161597821151,1.2183235867446394
2991,22,19.0,43.34,41.28,True,16,3389,1463,16,38,39.64,2018,50,Girls,Freestyle,0.0,1.1536686663590217,1.2112403100775193
2992,23,16.0,44.17,41.3,True,16,3390,55,3,38,38.04,2018,50,Girls,Freestyle,1.0,1.1319900384876613,1.2106537530266344
2993,24,21.0,43.94,41.39,True,16,3391,1289,30,38,40.16,2018,50,Girls,Freestyle,0.0,1.137915339098771,1.2080212611741967
2994,25,,42.41,42.89,False,16,3392,564,42,38,,2018,50,Girls,Freestyle,0.0,1.1789672247111531,1.165772907437631
2995,26,,41.53,43.09,False,16,3393,556,26,38,,2018,50,Girls,Freestyle,0.0,1.2039489525644111,1.1603620329542816
2996,27,,47.16,44.66,False,16,3394,565,43,38,,2018,50,Girls,Freestyle,0.0,1.0602205258693809,1.1195700850873265
2997,28,,45.94,45.53,False,16,3395,1398,5,38,,2018,50,Girls,Freestyle,0.0,1.08837614279495,1.0981770261366133
2998,29,,45.09,47.09,False,16,3396,1290,49,38,,2018,50,Girls,Freestyle,0.0,1.1088933244621866,1.0617965597791463
2999,30,,44.85,47.19,False,16,3397,569,43,38,,2018,50,Girls,Freestyle,0.0,1.1148272017837235,1.0595465140919686
3000,31,,51.73,49.67,False,16,3398,66,43,38,,2018,50,Girls,Freestyle,0.0,0.9665571235260004,1.00664384940608
3001,32,,53.69,50.77,False,16,3399,1298,5,38,,2018,50,Girls,Freestyle,0.0,0.9312721177127957,0.9848335631278313
3002,33,,54.54,51.01,False,16,3400,74,34,38,,2018,50,Girls,Freestyle,0.0,0.9167583425009168,0.9801999607920016
3003,34,,51.65,51.3,False,16,3401,1292,16,38,,2018,50,Girls,Freestyle,0.0,0.968054211035818,0.9746588693957116
3004,35,,56.47,52.31,False,16,3402,286,46,38,,2018,50,Girls,Freestyle,0.0,0.8854258898530193,0.9558401835213152
3005,36,,51.1,54.45,False,16,3403,67,33,38,,2018,50,Girls,Freestyle,0.0,0.9784735812133072,0.9182736455463728
3006,37,,58.81,54.97,False,16,3404,1548,27,38,,2018,50,Girls,Freestyle,0.0,0.8501955449753443,0.9095870474804439
3007,38,,59.72,58.27,False,16,3405,573,43,38,,2018,50,Girls,Freestyle,0.0,0.8372404554588078,0.858074480864939
3008,39,,85.91,78.13,False,16,3406,1296,5,38,,2018,50,Girls,Freestyle,0.0,0.5820044232336166,0.6399590426212722
3009,1,1.0,27.98,28.23,True,17,3413,436,57,39,27.89,2018,50,Girls,Freestyle,20.0,1.7869907076483202,1.7711654268508679
3010,2,2.0,30.1,28.66,True,17,3414,97,3,39,28.06,2018,50,Girls,Freestyle,18.0,1.6611295681063123,1.7445917655268668
3011,3,3.0,34.15,32.06,True,17,3415,1464,45,39,31.63,2018,50,Girls,Freestyle,16.0,1.4641288433382138,1.5595757953836555
3012,4,4.0,32.07,32.38,True,17,3416,1550,42,39,32.05,2018,50,Girls,Freestyle,14.0,1.5590894917368257,1.544163063619518
3013,5,5.0,35.06,32.85,True,17,3417,1302,3,39,32.5,2018,50,Girls,Freestyle,12.0,1.426126640045636,1.5220700152207
3014,6,6.0,33.55,33.96,True,17,3418,378,42,39,32.88,2018,50,Girls,Freestyle,11.0,1.4903129657228018,1.4723203769140165
3015,7,9.0,37.0,34.86,True,17,3419,443,45,39,35.8,2018,50,Girls,Freestyle,8.0,1.3513513513513513,1.4343086632243258
3016,8,8.0,35.31,35.54,True,17,3420,442,52,39,35.63,2018,50,Girls,Freestyle,9.0,1.416029453412631,1.4068655036578503
3017,9,7.0,36.58,35.97,True,17,3421,445,16,39,33.6,2018,50,Girls,Freestyle,10.0,1.366867140513942,1.3900472616068946
3018,10,10.0,36.56,36.57,True,17,3422,585,52,39,36.76,2018,50,Girls,Freestyle,7.0,1.3676148796498906,1.3672409078479628
3019,11,13.0,40.59,37.95,True,17,3423,1303,48,39,38.76,2018,50,Girls,Freestyle,4.0,1.2318305001231828,1.3175230566534912
3020,12,11.0,37.38,38.55,True,17,3424,108,48,39,37.36,2018,50,Girls,Freestyle,6.0,1.337613697164259,1.297016861219196
3021,13,14.0,39.94,38.85,True,17,3425,1551,50,39,39.3,2018,50,Girls,Freestyle,3.0,1.2518778167250877,1.287001287001287
3022,14,12.0,39.97,39.8,True,17,3426,1466,49,39,38.33,2018,50,Girls,Freestyle,5.0,1.2509382036527397,1.256281407035176
3023,15,15.0,41.5,40.51,True,17,3427,12,39,39,39.91,2018,50,Girls,Freestyle,2.0,1.2048192771084338,1.2342631449024932
3024,16,18.0,45.57,41.92,True,17,3428,1306,26,39,41.74,2018,50,Girls,Freestyle,0.0,1.097213078779899,1.1927480916030533
3025,17,,43.21,41.93,True,17,3429,1465,33,39,,2018,50,Girls,Freestyle,0.0,1.157139551029854,1.1924636298592892
3026,18,20.0,43.54,42.22,True,17,3430,1304,33,39,42.18,2018,50,Girls,Freestyle,0.0,1.148369315571888,1.1842728564661298
3027,19,17.0,42.78,42.68,True,17,3431,1468,55,39,41.57,2018,50,Girls,Freestyle,0.0,1.168770453482936,1.1715089034676665
3028,20,21.0,44.55,43.06,True,17,3432,117,3,39,42.9,2018,50,Girls,Freestyle,0.0,1.122334455667789,1.161170459823502
3029,21,16.0,43.38,43.78,True,17,3433,1467,49,39,40.89,2018,50,Girls,Freestyle,1.0,1.152604887044721,1.1420740063956145
3030,22,22.0,45.31,43.9,True,17,3434,1307,27,39,43.17,2018,50,Girls,Freestyle,0.0,1.1035091591260207,1.1389521640091116
3031,23,23.0,42.38,43.98,True,17,3435,300,34,39,44.5,2018,50,Girls,Freestyle,0.0,1.1798017932987257,1.1368804001819008
3032,24,19.0,43.22,44.46,True,17,3436,589,43,39,42.04,2018,50,Girls,Freestyle,0.0,1.1568718186024989,1.1246063877642825
3033,25,,47.0,45.17,False,17,3437,1552,3,39,,2018,50,Girls,Freestyle,0.0,1.0638297872340425,1.1069293779056897
3034,26,24.0,49.22,46.1,False,17,3438,451,49,39,46.55,2018,50,Girls,Freestyle,0.0,1.0158472165786265,1.0845986984815619
3035,27,,51.62,46.19,False,17,3439,1311,3,39,,2018,50,Girls,Freestyle,0.0,0.9686168151879118,1.082485386447283
3036,28,,46.06,46.73,False,17,3440,1072,55,39,,2018,50,Girls,Freestyle,0.0,1.0855405992184106,1.0699764605178688
3037,29,,47.4,46.84,False,17,3441,1119,16,39,,2018,50,Girls,Freestyle,0.0,1.0548523206751055,1.067463706233988
3038,30,,51.71,48.57,False,17,3442,570,43,39,,2018,50,Girls,Freestyle,0.0,0.9669309611293754,1.0294420424130122
3039,31,,54.13,50.2,False,17,3443,597,3,39,,2018,50,Girls,Freestyle,0.0,0.9237021984112321,0.99601593625498
3040,32,,43.19,50.64,False,17,3444,588,48,39,,2018,50,Girls,Freestyle,0.0,1.157675387821255,0.9873617693522907
3041,33,,50.69,50.65,False,17,3445,449,43,39,,2018,50,Girls,Freestyle,0.0,0.9863878477017164,0.9871668311944719
3042,34,,57.27,51.28,False,17,3446,602,27,39,,2018,50,Girls,Freestyle,0.0,0.8730574471800244,0.9750390015600624
3043,35,,51.25,53.65,False,17,3447,1310,33,39,,2018,50,Girls,Freestyle,0.0,0.975609756097561,0.9319664492078286
3044,36,,61.42,55.6,False,17,3448,1553,27,39,,2018,50,Girls,Freestyle,0.0,0.81406707912732,0.8992805755395683
3045,37,,49.78,56.44,False,17,3449,600,48,39,,2018,50,Girls,Freestyle,0.0,1.004419445560466,0.8858965272856131
3046,38,,58.18,64.17,False,17,3450,1308,3,39,,2018,50,Girls,Freestyle,0.0,0.8594018563080096,0.7791803023219572
3047,1,1.0,26.2,26.32,True,15,3456,1470,3,40,25.73,2018,50,Boys,Freestyle,20.0,1.9083969465648856,1.8996960486322187
3048,2,2.0,28.25,27.06,True,15,3457,1515,26,40,26.6,2018,50,Boys,Freestyle,18.0,1.7699115044247788,1.8477457501847747
3049,3,3.0,32.03,29.17,True,15,3458,1520,42,40,28.62,2018,50,Boys,Freestyle,16.0,1.5610365282547611,1.7140898183064792
3050,4,4.0,27.86,29.67,True,15,3459,1314,48,40,29.15,2018,50,Boys,Freestyle,14.0,1.7946877243359656,1.6852039096730704
3051,5,5.0,30.22,30.27,True,15,3460,1556,52,40,29.61,2018,50,Boys,Freestyle,12.0,1.654533421575116,1.6518004625041296
3052,6,6.0,31.06,30.66,True,15,3461,1557,48,40,30.0,2018,50,Boys,Freestyle,11.0,1.6097875080489377,1.6307893020221786
3053,7,7.0,33.23,31.93,True,15,3462,1319,16,40,30.91,2018,50,Boys,Freestyle,10.0,1.504664459825459,1.5659254619480112
3054,8,10.0,35.27,32.29,True,15,3463,1558,17,40,32.37,2018,50,Boys,Freestyle,7.0,1.4176353841791889,1.5484670176525241
3055,9,8.0,34.83,32.72,True,15,3464,1318,34,40,31.34,2018,50,Boys,Freestyle,9.0,1.435544071202986,1.528117359413203
3056,10,9.0,31.12,32.74,True,15,3465,1519,33,40,31.72,2018,50,Boys,Freestyle,8.0,1.6066838046272494,1.5271838729383016
3057,11,14.0,34.31,33.37,True,15,3466,1559,45,40,33.6,2018,50,Boys,Freestyle,3.0,1.457301078402798,1.4983518130056939
3058,12,13.0,37.5,34.36,True,15,3467,1474,3,40,33.14,2018,50,Boys,Freestyle,4.0,1.3333333333333333,1.4551804423748544
3059,13,15.0,36.31,34.48,True,15,3468,1324,52,40,34.01,2018,50,Boys,Freestyle,2.0,1.3770311209033324,1.4501160092807426
3060,14,17.0,36.91,34.59,True,15,3469,1408,3,40,34.67,2018,50,Boys,Freestyle,0.0,1.35464643727987,1.445504481063891
3061,15,16.0,35.93,34.91,True,15,3470,1472,3,40,34.06,2018,50,Boys,Freestyle,1.0,1.3915947676036737,1.4322543683758238
3062,16,23.0,35.44,34.97,True,15,3471,1477,52,40,39.44,2018,50,Boys,Freestyle,0.0,1.4108352144469527,1.4297969688304262
3063,17,24.0,50.16,35.29,True,15,3472,1332,3,40,45.43,2018,50,Boys,Freestyle,0.0,0.9968102073365231,1.4168319637291018
3064,17,12.0,35.12,35.29,True,15,3473,1320,42,40,33.02,2018,50,Boys,Freestyle,5.0,1.4236902050113895,1.4168319637291018
3065,19,,38.57,35.75,True,15,3474,1560,52,40,,2018,50,Boys,Freestyle,0.0,1.2963443090484832,1.3986013986013985
3066,20,11.0,36.41,36.14,True,15,3475,1429,5,40,32.68,2018,50,Boys,Freestyle,6.0,1.3732491073880804,1.3835085777531821
3067,21,21.0,40.83,37.06,True,15,3476,1561,16,40,36.02,2018,50,Boys,Freestyle,0.0,1.224589762429586,1.3491635186184565
3068,22,18.0,43.16,37.18,True,15,3477,1323,16,40,34.81,2018,50,Boys,Freestyle,0.0,1.1584800741427248,1.3448090371167294
3069,23,19.0,40.06,37.82,True,15,3478,1562,52,40,34.92,2018,50,Boys,Freestyle,0.0,1.2481278082875686,1.3220518244315178
3070,24,22.0,41.96,38.36,True,15,3479,1326,55,40,38.66,2018,50,Boys,Freestyle,0.0,1.1916110581506196,1.3034410844629822
3071,25,20.0,40.25,38.57,False,15,3480,1328,49,40,35.62,2018,50,Boys,Freestyle,0.0,1.2422360248447204,1.2963443090484832
3072,26,,39.99,38.94,False,15,3481,1329,3,40,,2018,50,Boys,Freestyle,0.0,1.2503125781445361,1.2840267077555214
3073,27,,38.18,39.5,False,15,3482,1327,45,40,,2018,50,Boys,Freestyle,0.0,1.3095861707700367,1.2658227848101267
3074,28,,39.91,39.59,False,15,3483,1563,49,40,,2018,50,Boys,Freestyle,0.0,1.2528188423953897,1.262945188178833
3075,29,,38.13,39.77,False,15,3484,1478,45,40,,2018,50,Boys,Freestyle,0.0,1.3113034356150013,1.257229067136032
3076,30,,46.98,39.79,False,15,3485,1479,45,40,,2018,50,Boys,Freestyle,0.0,1.064282673478076,1.2565971349585323
3077,31,,40.97,39.94,False,15,3486,1564,49,40,,2018,50,Boys,Freestyle,0.0,1.22040517451794,1.2518778167250877
3078,32,,41.32,40.05,False,15,3487,1565,38,40,,2018,50,Boys,Freestyle,0.0,1.2100677637947725,1.2484394506866419
3079,33,,45.93,40.98,False,15,3488,1336,17,40,,2018,50,Boys,Freestyle,0.0,1.088613106901807,1.2201073694485116
3080,34,,41.21,41.62,False,15,3489,1338,46,40,,2018,50,Boys,Freestyle,0.0,1.2132977432661975,1.201345506967804
3081,35,,45.66,42.04,False,15,3490,1335,45,40,,2018,50,Boys,Freestyle,0.0,1.0950503723171268,1.1893434823977165
3082,36,,43.56,42.25,False,15,3491,1331,46,40,,2018,50,Boys,Freestyle,0.0,1.147842056932966,1.183431952662722
3083,37,,43.77,42.34,False,15,3492,1526,16,40,,2018,50,Boys,Freestyle,0.0,1.142334932602239,1.1809163911195086
3084,38,,39.03,42.75,False,15,3493,1480,49,40,,2018,50,Boys,Freestyle,0.0,1.2810658467845246,1.1695906432748537
3085,39,,46.92,43.38,False,15,3494,1325,10,40,,2018,50,Boys,Freestyle,0.0,1.0656436487638534,1.152604887044721
3086,40,,46.75,44.26,False,15,3495,1340,33,40,,2018,50,Boys,Freestyle,0.0,1.0695187165775402,1.1296882060551288
3087,41,,52.09,44.29,False,15,3496,1334,27,40,,2018,50,Boys,Freestyle,0.0,0.9598771357266269,1.1289230074508918
3088,42,,47.53,45.62,False,15,3497,1333,16,40,,2018,50,Boys,Freestyle,0.0,1.051967178624027,1.0960105217010083
3089,43,,50.1,47.02,False,15,3498,1337,43,40,,2018,50,Boys,Freestyle,0.0,0.998003992015968,1.0633772862611655
3090,44,,50.58,49.08,False,15,3499,1566,46,40,,2018,50,Boys,Freestyle,0.0,0.988533017002768,1.0187449062754688
3091,45,,46.25,49.51,False,15,3500,1481,33,40,,2018,50,Boys,Freestyle,0.0,1.0810810810810811,1.0098969905069684
3092,46,,59.28,51.09,False,15,3501,1341,5,40,,2018,50,Boys,Freestyle,0.0,0.8434547908232118,0.9786651008025053
3093,47,,58.03,52.68,False,15,3502,1343,17,40,,2018,50,Boys,Freestyle,0.0,0.8616232982939859,0.9491268033409264
3094,48,,60.72,54.3,False,15,3503,1567,46,40,,2018,50,Boys,Freestyle,0.0,0.8234519104084321,0.9208103130755065
3095,49,,58.22,57.09,False,15,3504,1344,43,40,,2018,50,Boys,Freestyle,0.0,0.8588114050154586,0.8758101243650376
3096,50,,59.19,60.47,False,15,3505,1568,43,40,,2018,50,Boys,Freestyle,0.0,0.8447372867038352,0.826856292376385
3097,51,,84.63,84.83,False,15,3506,1346,45,40,,2018,50,Boys,Freestyle,0.0,0.5908070424199456,0.5894141223623718
3098,1,1.0,27.18,26.23,True,16,3522,461,3,41,26.0,2018,50,Boys,Freestyle,20.0,1.839587932303164,1.9062142584826534
